#VIN code	Description
B	Manual Seat Belts and Driver and Passenger Front Airbags & Side Airbags. ('15-'20 Alfa Romeo 4C)
F	Manual Seat Belts and Driver and Passenger Front Airbags, Side Airbags, Head (Curtain) Airbags (all rows), & Dual Front Knee Airbags. ('17- Alfa Romeo Giulia)
